date,home,score1,vis,score2,location,score_diff,home_conference,vis_conference
2021-11-15,Northern Arizona,97,Benedictine Mesa,48,Northern Arizona,49,Big Sky,NA
2021-11-15,Utah,86,Bethune Cookman,55,Utah,31,Pacific-12,Southwest Athletic
2021-11-15,Ohio St.,89,Bowling Green,58,Ohio St.,31,Big Ten,Mid-American
2021-11-15,Clemson,93,Bryant,70,Clemson,23,Atlantic Coast,Northeast
2021-11-15,North Texas,66,Buffalo,69,North Texas,-3,Conference USA,Mid-American
2021-11-15,Kennesaw St.,117,Carver,58,Kennesaw St.,59,Atlantic Sun,NA
2021-11-15,Arkansas St.,90,Central Baptist,63,Arkansas St.,27,Sun Belt,NA
2021-11-15,Eastern Illinois,61,Central Michigan,62,Eastern Illinois,-1,Ohio Valley,Mid-American
2021-11-15,McNeese St.,116,Champion Christian,66,McNeese St.,50,Southland,NA
2021-11-15,Northern Colorado,93,Colorado College,53,Northern Colorado,40,Big Sky,NA
2021-11-15,UNC Greensboro,55,Coppin St.,48,UNC Greensboro,7,Southern,Mid-Eastern Athletic
2021-11-15,IUPUI,47,Denver,63,IUPUI,-16,Horizon League,Summit League
2021-11-15,Wofford,98,Erskine,41,Wofford,57,Southern,NA
2021-11-15,St. Francis PA,100,Franciscan,54,St. Francis PA,46,Northeast,NA
2021-11-15,Belmont,95,Furman,89,Belmont,6,Ohio Valley,Southern
2021-11-15,New Mexico,86,Grambling St.,61,New Mexico,25,Mountain West,Southwest Athletic
2021-11-15,Quinnipiac,76,Holy Cross,68,Quinnipiac,8,Metro Atlantic Athletic,Patriot League
2021-11-15,Fresno St.,69,Idaho,62,Fresno St.,7,Mountain West,Big Sky
2021-11-15,Marquette,67,Illinois,66,Marquette,1,Big East,Big Ten
2021-11-15,Louisiana Tech,91,Jarvis Christian,61,Louisiana Tech,30,Conference USA,NA
2021-11-15,Morehead St.,82,Kentucky Christian,57,Morehead St.,25,Ohio Valley,NA
2021-11-15,SIU Edwardsville,75,Knox,37,SIU Edwardsville,38,Ohio Valley,NA
2021-11-15,Georgia Tech,75,Lamar,66,Georgia Tech,9,Atlantic Coast,Western Athletic
2021-11-15,Florida A&M,95,LeMoyne Owen,70,Florida A&M,25,Southwest Athletic,NA
2021-11-15,LSU,74,Liberty,58,LSU,16,Southeastern,Atlantic Sun
2021-11-15,UCLA,100,Long Beach St.,79,UCLA,21,Pacific-12,Big West
2021-11-15,Colorado,90,Maine,46,Colorado,44,Pacific-12,America East
2021-11-15,Old Dominion,79,Manhattan,58,Old Dominion,21,Conference USA,Metro Atlantic Athletic
2021-11-15,Marshall,80,Milligan,58,Marshall,22,Conference USA,NA
2021-11-15,North Dakota,79,Montana,77,North Dakota,2,Summit League,Big Sky
2021-11-15,Louisville,77,Navy,60,Louisville,17,Atlantic Coast,Patriot League
2021-11-15,Baylor,89,Nicholls St.,60,Baylor,29,Big 12,Southland
2021-11-15,South Florida,56,North Carolina A&T,54,South Florida,2,American Athletic,Big South
2021-11-15,UNLV,64,North Dakota St.,62,UNLV,2,Mountain West,Summit League
2021-11-15,Arizona St.,72,North Florida,63,Arizona St.,9,Pacific-12,Atlantic Sun
2021-11-15,SMU,95,Northwestern St.,48,SMU,47,American Athletic,Southland
2021-11-15,Tulsa,64,Oregon St.,58,Tulsa,6,American Athletic,Pacific-12
2021-11-15,Massachusetts,81,Penn St.,56,Massachusetts,25,Atlantic 10,Big Ten
2021-11-15,UMBC,85,Penn State York,47,UMBC,38,America East,NA
2021-11-15,Texas Tech,84,Prairie View A&M,49,Texas Tech,35,Big 12,Southwest Athletic
2021-11-15,Wisconsin,58,Providence,63,Wisconsin,-5,Big Ten,Big East
2021-11-15,Virginia Tech,65,Radford,39,Virginia Tech,26,Atlantic Coast,Big South
2021-11-15,Ohio,85,Robert Morris,71,Ohio,14,Mid-American,Horizon League
2021-11-15,Cal Poly,57,Sacramento St.,58,Cal Poly,-1,Big West,Big Sky
2021-11-15,San Francisco,77,Samford,55,San Francisco,22,West Coast,Southern
2021-11-15,California,75,San Diego,70,California,5,Pacific-12,West Coast
2021-11-15,Stanford,76,San Jose St.,62,Stanford,14,Pacific-12,Mountain West
2021-11-15,TCU,83,Southern Miss,51,TCU,32,Big 12,Conference USA
2021-11-15,Saint Mary's,70,Southern Utah,51,Saint Mary's,19,West Coast,Big Sky
2021-11-15,USC Upstate,96,St. Andrews Pres.,43,USC Upstate,53,Big South,NA
2021-11-15,Fordham,84,St. Thomas,78,Fordham,6,Atlantic 10,Summit League
2021-11-15,UTSA,62,Texas A&M Commerce,65,UTSA,-3,Conference USA,NA
2021-11-15,Washington,72,Texas Southern,65,Washington,7,Pacific-12,Southwest Athletic
2021-11-15,Presbyterian,74,The Citadel,70,Presbyterian,4,Big South,Southern
2021-11-15,Washington St.,73,UC Santa Barbara,65,Washington St.,8,Pacific-12,Big West
2021-11-15,Missouri,66,UMKC,80,Missouri,-14,Southeastern,Western Athletic
2021-11-15,Pepperdine,74,Utah Valley,86,Pepperdine,-12,West Coast,Western Athletic
2021-11-15,Eastern Washington,111,Walla Walla,71,Eastern Washington,40,Big Sky,NA
2021-11-15,Duquesne,59,Weber St.,63,Duquesne,-4,Atlantic 10,Big Sky
2021-11-15,Appalachian St.,98,William Peace,49,Appalachian St.,49,Sun Belt,NA
2021-11-16,UT Arlington,71,Abilene Christian,80,UT Arlington,-9,Sun Belt,Western Athletic
2021-11-16,Cincinnati,89,Alabama A&M,66,Cincinnati,23,American Athletic,Southwest Athletic
2021-11-16,Iowa St.,68,Alabama St.,60,Iowa St.,8,Big 12,Southwest Athletic
2021-11-16,Georgetown,79,American,57,Georgetown,22,Big East,Patriot League
2021-11-16,Purdue Fort Wayne,65,Austin Peay,60,Purdue Fort Wayne,5,Horizon League,Ohio Valley
2021-11-16,Georgia Southern,103,Bob Jones,51,Georgia Southern,52,Sun Belt,NA
2021-11-16,Northeastern,49,Boston University,48,Northeastern,1,Colonial Athletic Association,Patriot League
2021-11-16,Oregon,49,BYU,81,Oregon,-32,Pacific-12,West Coast
2021-11-16,Pacific,65,Cal St.Stanislaus,46,Pacific,19,West Coast,NA
2021-11-16,Louisiana Monroe,114,Champion Christian,59,Louisiana Monroe,55,Sun Belt,NA
2021-11-16,Loyola Chicago,92,Chicago St.,56,Loyola Chicago,36,Missouri Valley,Western Athletic
2021-11-16,Cornell,78,Colgate,68,Cornell,10,Ivy League,Patriot League
2021-11-16,Incarnate Word,78,Concordia TX,82,Incarnate Word,-4,Southland,NA
2021-11-16,Nebraska,69,Creighton,77,Nebraska,-8,Big Ten,Big East
2021-11-16,UTSA,78,Denver,64,UTSA,14,Conference USA,Summit League
2021-11-16,Evansville,69,DePauw,58,Evansville,11,Missouri Valley,NA
2021-11-16,Cleveland St.,75,Edinboro,61,Cleveland St.,14,Horizon League,NA
2021-11-16,Sacred Heart,109,Fisher,49,Sacred Heart,60,Northeast,NA
2021-11-16,Tennessee St.,111,Fisk,56,Tennessee St.,55,Ohio Valley,NA
2021-11-16,Duke,92,Gardner Webb,52,Duke,40,Atlantic Coast,Big South
2021-11-16,Cal St. Fullerton,74,George Washington,59,Cal St. Fullerton,15,Big West,Atlantic 10
2021-11-16,Richmond,94,Georgia St.,78,Richmond,16,Atlantic 10,Sun Belt
2021-11-16,Towson,78,Hampton,54,Towson,24,Colonial Athletic Association,Big South
2021-11-16,Notre Dame,70,High Point,61,Notre Dame,9,Atlantic Coast,Big South
2021-11-16,Iona,82,Hofstra,74,Iona,8,Metro Atlantic Athletic,Colonial Athletic Association
2021-11-16,Villanova,100,Howard,81,Villanova,19,Big East,Mid-Eastern Athletic
2021-11-16,Western Illinois,97,Iowa Wesleyan,71,Western Illinois,26,Summit League,NA
2021-11-16,Cal Baptist,77,Jackson St.,64,Cal Baptist,13,Western Athletic,Southwest Athletic
2021-11-16,UCF,63,Jacksonville,54,UCF,9,American Athletic,Atlantic Sun
2021-11-16,Troy,69,Jacksonville St.,65,Troy,4,Sun Belt,Atlantic Sun
2021-11-16,Eastern Kentucky,78,James Madison,79,Eastern Kentucky,-1,Atlantic Sun,Colonial Athletic Association
2021-11-16,Brown,98,Johnson & Wales RI,47,Brown,51,Ivy League,NA
2021-11-16,VMI,97,Keystone,35,VMI,62,Southern,NA
2021-11-16,UC Irvine,100,La Verne,41,UC Irvine,59,Big West,NA
2021-11-16,Penn,85,Lafayette,57,Penn,28,Ivy League,Patriot League
2021-11-16,Monmouth,85,Lehigh,75,Monmouth,10,Metro Atlantic Athletic,Patriot League
2021-11-16,Mercer,78,Life,50,Mercer,28,Southern,NA
2021-11-16,Fairfield,110,Medgar Evers,55,Fairfield,55,Metro Atlantic Athletic,NA
2021-11-16,Florida Atlantic,66,Miami FL,68,Florida Atlantic,-2,Conference USA,Atlantic Coast
2021-11-16,Bradley,92,Missouri S&T,66,Bradley,26,Missouri Valley,NA
2021-11-16,Kentucky,80,Mount St. Mary's,55,Kentucky,25,Southeastern,Northeast
2021-11-16,Illinois St.,65,Murray St.,77,Illinois St.,-12,Missouri Valley,Ohio Valley
2021-11-16,Central Connecticut,65,N.C. State,79,Central Connecticut,-14,Northeast,Big Sky
2021-11-16,Santa Clara,96,Nevada,74,Santa Clara,22,West Coast,Mountain West
2021-11-16,Northwestern,83,New Orleans,67,Northwestern,16,Big Ten,Southland
2021-11-16,Rutgers,75,NJIT,61,Rutgers,14,Big Ten,America East
2021-11-16,Charleston,83,North Carolina,94,Charleston,-11,Colonial Athletic Association,Atlantic Coast
2021-11-16,Iowa,86,North Carolina Central,69,Iowa,17,Big Ten,Mid-Eastern Athletic
2021-11-16,Arizona,97,North Dakota St.,45,Arizona,52,Pacific-12,Summit League
2021-11-16,UTEP,88,Northern New Mexico,53,UTEP,35,Conference USA,NA
2021-11-16,Dartmouth,114,Northern Vermont,74,Dartmouth,40,Ivy League,NA
2021-11-16,Kent St.,84,Oberlin,38,Kent St.,46,Mid-American,NA
2021-11-16,UT Rio Grande Valley,85,Paul Quinn,68,UT Rio Grande Valley,17,Western Athletic,NA
2021-11-16,Delaware St.,84,Regent,30,Delaware St.,54,Mid-Eastern Athletic,NA
2021-11-16,Memphis,90,Saint Louis,74,Memphis,16,American Athletic,Atlantic 10
2021-11-16,UC San Diego,97,San Diego Christian,60,UC San Diego,37,Big West,NA
2021-11-16,Michigan,65,Seton Hall,67,Michigan,-2,Big Ten,Big East
2021-11-16,Alabama,73,South Alabama,68,Alabama,5,Southeastern,Sun Belt
2021-11-16,Georgia,76,South Carolina St.,60,Georgia,16,Southeastern,Mid-Eastern Athletic
2021-11-16,Rice,81,Southern,63,Rice,18,Conference USA,Southwest Athletic
2021-11-16,Wichita St.,65,Tarleton St.,51,Wichita St.,14,American Athletic,Western Athletic
2021-11-16,Chattanooga,69,Tennessee Tech,62,Chattanooga,7,Southern,Ohio Valley
2021-11-16,IUPUI,59,Texas A&M Corpus Chris,65,IUPUI,-6,Horizon League,Southland
2021-11-16,Illinois Chicago,91,Trinity Christian,50,Illinois Chicago,41,Horizon League,NA
2021-11-16,Oklahoma St.,80,UMass Lowell,58,Oklahoma St.,22,Big 12,America East
2021-11-16,Pittsburgh,59,UNC Wilmington,51,Pittsburgh,8,Atlantic Coast,Colonial Athletic Association
2021-11-16,Florida Gulf Coast,61,USC,78,Florida Gulf Coast,-17,Atlantic Sun,Pacific-12
2021-11-16,Houston,67,Virginia,47,Houston,20,American Athletic,Atlantic Coast
